CustomerID,period,TotalPrice,sales_1,sales_2,sales_3,sales_4,sales_5,sales_6,n_sales_last_6_m
12721,201101,,259.45,,,,,,1
12725,201101,,427.79999999999995,,,,,,1
12726,201101,401.58000000000004,170.27999999999997,,,,,,1
12731,201101,3174.4299999999994,1071.9,,,,,,1
12734,201101,,110.39999999999999,,,,,,1
12738,201101,,155.35,,,,,,1
12747,201101,303.04,706.2699999999999,,,,,,1
12748,201101,418.77000000000004,4177.679999999993,,,,,,1
12753,201101,-109.8,3590.5900000000006,,,,,,1
12755,201101,,3794.3999999999996,,,,,,1
12763,201101,,320.08,,,,,,1
12766,201101,686.4799999999998,1149.29,,,,,,1
12779,201101,613.22,248.16,,,,,,1
12782,201101,626.3299999999999,463.5,,,,,,1
12785,201101,,311.95,,,,,,1
12791,201101,,192.60000000000002,,,,,,1
12793,201101,413.68,131.8,,,,,,1
12797,201101,,194.18,,,,,,1
12808,201101,,129.4,,,,,,1
12826,201101,542.1,155.0,,,,,,1
12829,201101,167.3,85.75,,,,,,1
12838,201101,,390.78999999999985,,,,,,1
12839,201101,,737.45,,,,,,1
12841,201101,517.74,505.99000000000007,,,,,,1
12855,201101,,38.1,,,,,,1
12865,201101,,-20.16,,,,,,1
12867,201101,,354.5400000000001,,,,,,1
12868,201101,469.91,203.3,,,,,,1
12870,201101,,-14.899999999999999,,,,,,1
12872,201101,221.44000000000003,378.53000000000003,,,,,,1
12875,201101,,293.76000000000005,,,,,,1
12877,201101,100.2,150.05999999999997,,,,,,1
12913,201101,,417.62,,,,,,1
12915,201101,,199.64999999999998,,,,,,1
12921,201101,481.7,687.8000000000002,,,,,,1
12928,201101,,392.34,,,,,,1
12931,201101,,177.0,,,,,,1
12942,201101,,258.75,,,,,,1
12944,201101,,286.95,,,,,,1
12947,201101,171.66000000000008,274.19,,,,,,1
12963,201101,,365.80000000000007,,,,,,1
12967,201101,,1660.9,,,,,,1
12971,201101,657.28,396.69,,,,,,1
12980,201101,721.9200000000001,819.57,,,,,,1
12989,201101,810.0,202.5,,,,,,1
13000,201101,,201.75000000000003,,,,,,1
13004,201101,645.38,357.01,,,,,,1
13008,201101,229.47000000000003,-51.0,,,,,,1
13011,201101,,50.550000000000004,,,,,,1
13013,201101,,1528.3400000000004,,,,,,1
13021,201101,,137.07,,,,,,1
13027,201101,,1440.0,,,,,,1
13029,201101,,382.5,,,,,,1
13030,201101,,427.74,,,,,,1
13033,201101,,190.54999999999998,,,,,,1
13034,201101,,165.86000000000004,,,,,,1
13047,201101,-2.95,366.6300000000001,,,,,,1
13050,201101,318.84000000000003,1180.07,,,,,,1
13065,201101,,205.85999999999999,,,,,,1
13069,201101,340.93999999999994,644.1199999999997,,,,,,1
13077,201101,,313.72,,,,,,1
13078,201101,745.9799999999999,873.2599999999999,,,,,,1
13081,201101,3450.29,2366.78,,,,,,1
13089,201101,5124.58,5833.210000000001,,,,,,1
13090,201101,128.72999999999996,1008.4000000000001,,,,,,1
13092,201101,,185.45,,,,,,1
13093,201101,2223.9100000000003,3795.510000000001,,,,,,1
13094,201101,152.64000000000001,223.68,,,,,,1
13097,201101,771.2900000000003,304.90000000000003,,,,,,1
13102,201101,708.2600000000001,673.9200000000002,,,,,,1
13104,201101,,101.76,,,,,,1
13108,201101,,350.05999999999995,,,,,,1
13113,201101,992.65,341.12000000000006,,,,,,1
13115,201101,-7.95,-5.0,,,,,,1
13117,201101,111.78,388.1499999999999,,,,,,1
13124,201101,,1256.3200000000002,,,,,,1
13126,201101,300.47,223.44,,,,,,1
13136,201101,,-20.1,,,,,,1
13138,201101,,193.23000000000002,,,,,,1
13140,201101,,159.51000000000002,,,,,,1
13145,201101,,295.0,,,,,,1
13148,201101,618.95,267.3500000000001,,,,,,1
13155,201101,189.49999999999997,379.6999999999999,,,,,,1
13165,201101,,354.64,,,,,,1
13173,201101,,165.94000000000003,,,,,,1
13174,201101,692.2999999999998,1415.9700000000003,,,,,,1
13178,201101,,709.9999999999999,,,,,,1
13198,201101,800.1900000000003,373.59999999999997,,,,,,1
13199,201101,428.4,711.8000000000001,,,,,,1
13209,201101,111.35,304.85,,,,,,1
13211,201101,,110.7,,,,,,1
13221,201101,,498.1600000000001,,,,,,1
13225,201101,1263.72,1206.72,,,,,,1
13230,201101,155.64000000000004,93.45000000000002,,,,,,1
13238,201101,,91.15,,,,,,1
13240,201101,,224.07,,,,,,1
13255,201101,,225.7,,,,,,1
13266,201101,,-45.0,,,,,,1
13267,201101,311.6700000000001,543.6999999999999,,,,,,1
13269,201101,,662.17,,,,,,1
13270,201101,,590.0,,,,,,1
13295,201101,,197.95,,,,,,1
13304,201101,,300.4199999999999,,,,,,1
13305,201101,,136.2,,,,,,1
13317,201101,,238.04999999999998,,,,,,1
13319,201101,510.8900000000001,1500.9800000000005,,,,,,1
13324,201101,460.49999999999994,650.0999999999999,,,,,,1
13327,201101,,745.0000000000001,,,,,,1
13329,201101,,255.6,,,,,,1
13369,201101,,263.75000000000006,,,,,,1
13370,201101,,721.3200000000003,,,,,,1
13402,201101,,308.28,,,,,,1
13408,201101,1799.42,3001.850000000001,,,,,,1
13418,201101,,1579.6199999999997,,,,,,1
13426,201101,302.44999999999993,336.97999999999996,,,,,,1
13448,201101,,788.5400000000001,,,,,,1
13455,201101,-42.040000000000006,692.9399999999999,,,,,,1
13458,201101,1468.8300000000006,1169.3600000000001,,,,,,1
13468,201101,291.85,911.0000000000001,,,,,,1
13481,201101,,-4.25,,,,,,1
13487,201101,,193.15000000000003,,,,,,1
13488,201101,1353.3400000000004,1381.92,,,,,,1
13491,201101,328.34,196.40000000000003,,,,,,1
13495,201101,,810.68,,,,,,1
13496,201101,,465.61,,,,,,1
13497,201101,,126.5,,,,,,1
13506,201101,151.70000000000002,301.12,,,,,,1
13520,201101,685.1199999999999,303.4,,,,,,1
13523,201101,,566.9499999999999,,,,,,1
13531,201101,,305.45000000000005,,,,,,1
13534,201101,497.15,251.85000000000005,,,,,,1
13564,201101,,1198.3800000000006,,,,,,1
13569,201101,,118.32000000000001,,,,,,1
13576,201101,613.0300000000001,349.15000000000003,,,,,,1
13579,201101,,164.7,,,,,,1
13599,201101,367.03999999999996,341.70000000000005,,,,,,1
13611,201101,,303.15000000000003,,,,,,1
13627,201101,,311.19000000000005,,,,,,1
13649,201101,,197.8,,,,,,1
13652,201101,,308.79999999999995,,,,,,1
13668,201101,194.56000000000006,177.66000000000003,,,,,,1
13694,201101,4131.9800000000005,2885.04,,,,,,1
13705,201101,,318.14000000000004,,,,,,1
13715,201101,440.2200000000002,476.22999999999973,,,,,,1
13747,201101,,79.6,,,,,,1
13748,201101,,204.0,,,,,,1
13756,201101,,1004.4000000000001,,,,,,1
13758,201101,422.4,718.85,,,,,,1
13767,201101,670.8799999999999,2437.260000000001,,,,,,1
13769,201101,300.21999999999997,320.6,,,,,,1
13777,201101,207.45000000000002,6919.78,,,,,,1
13786,201101,,230.4,,,,,,1
13787,201101,,106.4,,,,,,1
13798,201101,4696.329999999999,3743.7,,,,,,1
13802,201101,,-117.45,,,,,,1
13807,201101,,112.6,,,,,,1
13817,201101,,128.7,,,,,,1
13829,201101,,-102.0,,,,,,1
13831,201101,,408.0,,,,,,1
13838,201101,,238.10999999999987,,,,,,1
13842,201101,303.0,310.57,,,,,,1
13846,201101,,411.40000000000015,,,,,,1
13848,201101,,320.0,,,,,,1
13854,201101,615.9499999999999,579.7400000000001,,,,,,1
13869,201101,574.1899999999997,323.61999999999995,,,,,,1
13874,201101,,540.45,,,,,,1
13880,201101,,97.8,,,,,,1
13890,201101,-5.1,190.35000000000002,,,,,,1
13922,201101,,172.24999999999997,,,,,,1
13941,201101,,1019.5200000000001,,,,,,1
13948,201101,,101.99999999999999,,,,,,1
13953,201101,,500.0,,,,,,1
13958,201101,,-102.45,,,,,,1
13959,201101,,214.74,,,,,,1
13963,201101,331.09000000000003,151.3,,,,,,1
13969,201101,345.23999999999995,317.59,,,,,,1
13982,201101,475.2,428.6,,,,,,1
13983,201101,330.58000000000004,329.36,,,,,,1
13984,201101,129.95,154.79999999999998,,,,,,1
13999,201101,307.6,302.1,,,,,,1
14001,201101,,301.24,,,,,,1
14016,201101,,753.74,,,,,,1
14030,201101,,676.5,,,,,,1
14031,201101,1425.5099999999998,2567.000000000001,,,,,,1
14032,201101,,610.2699999999999,,,,,,1
14037,201101,,111.80000000000003,,,,,,1
14045,201101,925.3499999999999,326.4,,,,,,1
14047,201101,0.0,277.62,,,,,,1
14051,201101,483.9,1828.1600000000005,,,,,,1
14057,201101,,925.9200000000001,,,,,,1
14060,201101,654.76,874.04,,,,,,1
14062,201101,1652.2700000000002,1444.1199999999997,,,,,,1
14078,201101,,136.24,,,,,,1
14081,201101,,423.51999999999987,,,,,,1
14082,201101,,182.24999999999997,,,,,,1
14083,201101,,459.8899999999999,,,,,,1
14085,201101,553.45,1177.4900000000005,,,,,,1
14092,201101,318.5,595.8300000000002,,,,,,1
14099,201101,234.61999999999998,383.52000000000004,,,,,,1
14107,201101,,348.49,,,,,,1
14113,201101,-102.0,408.25,,,,,,1
14119,201101,,-19.9,,,,,,1
14135,201101,864.86,947.0500000000004,,,,,,1
14142,201101,,311.81000000000006,,,,,,1
14146,201101,-1241.4299999999998,1241.43,,,,,,1
14150,201101,,306.18,,,,,,1
14156,201101,16774.719999999998,314.7,,,,,,1
14159,201101,,193.2199999999999,,,,,,1
14161,201101,,283.15,,,,,,1
14176,201101,121.20000000000002,156.64999999999998,,,,,,1
14180,201101,521.0999999999999,896.2500000000001,,,,,,1
14189,201101,639.54,311.24,,,,,,1
14201,201101,,67.24000000000001,,,,,,1
14205,201101,,-238.20000000000002,,,,,,1
14206,201101,,-19.9,,,,,,1
14210,201101,363.65999999999997,304.95,,,,,,1
14213,201101,,-1192.2000000000003,,,,,,1
14215,201101,744.3100000000001,166.0,,,,,,1
14217,201101,172.2,101.35000000000001,,,,,,1
14220,201101,,312.98,,,,,,1
14236,201101,,189.3,,,,,,1
14237,201101,,161.00000000000003,,,,,,1
14243,201101,328.4,472.0000000000001,,,,,,1
14256,201101,,523.8599999999999,,,,,,1
14264,201101,,-14.5,,,,,,1
14282,201101,,571.0,,,,,,1
14290,201101,-7.2,777.5600000000001,,,,,,1
14293,201101,,364.91999999999985,,,,,,1
14298,201101,3153.1,4689.459999999999,,,,,,1
14299,201101,548.2999999999998,-20.609999999999957,,,,,,1
14307,201101,487.45000000000005,783.1099999999999,,,,,,1
14309,201101,-32.85,147.75,,,,,,1
14334,201101,352.41999999999996,320.15000000000003,,,,,,1
14344,201101,,355.65,,,,,,1
14355,201101,,174.4,,,,,,1
14373,201101,,76.55,,,,,,1
14388,201101,,299.34999999999997,,,,,,1
14390,201101,,217.75,,,,,,1
14395,201101,380.68,308.68,,,,,,1
14396,201101,,110.35000000000001,,,,,,1
14401,201101,304.74,247.38,,,,,,1
14404,201101,243.00000000000003,133.48000000000002,,,,,,1
14409,201101,337.29999999999995,177.60000000000005,,,,,,1
14413,201101,,122.7,,,,,,1
14414,201101,,217.2,,,,,,1
14415,201101,235.60000000000002,862.2799999999999,,,,,,1
14419,201101,,124.1,,,,,,1
14426,201101,688.1199999999998,-11.2,,,,,,1
14437,201101,,63.0,,,,,,1
14440,201101,529.01,656.7,,,,,,1
14441,201101,-32.849999999999994,-8.5,,,,,,1
14443,201101,,287.93,,,,,,1
14448,201101,,102.35000000000001,,,,,,1
14449,201101,,210.24,,,,,,1
14466,201101,,379.74999999999994,,,,,,1
14472,201101,334.25999999999993,279.88,,,,,,1
14479,201101,,174.4,,,,,,1
14487,201101,,112.35000000000002,,,,,,1
14491,201101,,127.2,,,,,,1
14496,201101,,304.34000000000003,,,,,,1
14498,201101,,166.21999999999997,,,,,,1
14505,201101,305.61999999999995,1050.3500000000001,,,,,,1
14506,201101,,269.69999999999993,,,,,,1
14524,201101,,275.44999999999993,,,,,,1
14525,201101,264.65,462.3,,,,,,1
14527,201101,739.2300000000006,827.8900000000003,,,,,,1
14532,201101,182.8,222.6,,,,,,1
14533,201101,,433.5,,,,,,1
14543,201101,303.79999999999995,254.4,,,,,,1
14544,201101,,1121.9200000000003,,,,,,1
14560,201101,152.25,398.21999999999997,,,,,,1
14565,201101,,1167.4100000000005,,,,,,1
14573,201101,,413.0999999999998,,,,,,1
14576,201101,,35.400000000000006,,,,,,1
14577,201101,,346.90000000000003,,,,,,1
14589,201101,,39.75,,,,,,1
14594,201101,,254.99999999999997,,,,,,1
14606,201101,1446.2200000000012,1225.7600000000014,,,,,,1
14608,201101,,204.0,,,,,,1
14618,201101,211.8,-14.850000000000001,,,,,,1
14621,201101,,305.7,,,,,,1
14625,201101,,547.88,,,,,,1
14639,201101,,665.5900000000001,,,,,,1
14643,201101,,332.7400000000001,,,,,,1
14646,201101,26476.680000000008,8591.879999999997,,,,,,1
14667,201101,305.81000000000006,1998.1000000000022,,,,,,1
14673,201101,,373.49,,,,,,1
14679,201101,,-2.55,,,,,,1
14680,201101,2506.629999999999,2835.2,,,,,,1
14684,201101,,168.36,,,,,,1
14688,201101,488.7300000000001,444.98,,,,,,1
14696,201101,293.63,293.36999999999995,,,,,,1
14702,201101,640.6999999999999,318.7,,,,,,1
14708,201101,,389.36,,,,,,1
14709,201101,398.0500000000001,314.1,,,,,,1
14713,201101,222.23999999999998,425.8499999999999,,,,,,1
14723,201101,,470.99999999999966,,,,,,1
14729,201101,,313.48999999999995,,,,,,1
14733,201101,1992.7799999999993,4357.219999999998,,,,,,1
14735,201101,654.2,252.2,,,,,,1
14737,201101,,434.0,,,,,,1
14739,201101,229.56,713.88,,,,,,1
14741,201101,,495.29999999999995,,,,,,1
14744,201101,492.03,225.0,,,,,,1
14748,201101,-103.96,470.41999999999996,,,,,,1
14766,201101,,130.1,,,,,,1
14769,201101,523.9799999999999,336.86,,,,,,1
14775,201101,,406.55999999999995,,,,,,1
14777,201101,,-14.5,,,,,,1
14796,201101,264.75999999999993,962.5200000000001,,,,,,1
14800,201101,537.9899999999998,1219.8499999999995,,,,,,1
14810,201101,146.54999999999998,180.44000000000003,,,,,,1
14813,201101,,155.42999999999998,,,,,,1
14821,201101,,48.800000000000004,,,,,,1
14825,201101,,396.43000000000006,,,,,,1
14829,201101,,332.43000000000006,,,,,,1
14841,201101,,395.15999999999997,,,,,,1
14849,201101,456.89,566.8899999999998,,,,,,1
14850,201101,,-47.6,,,,,,1
14865,201101,,37.2,,,,,,1
14866,201101,,103.67999999999999,,,,,,1
14867,201101,300.74,-8.95,,,,,,1
14871,201101,,140.4,,,,,,1
14878,201101,,322.01,,,,,,1
14896,201101,,257.21999999999997,,,,,,1
14898,201101,157.2,23.300000000000004,,,,,,1
14901,201101,,490.75,,,,,,1
14907,201101,,959.44,,,,,,1
14911,201101,4896.800000000002,6757.13,,,,,,1
14913,201101,,300.87,,,,,,1
14932,201101,,363.53,,,,,,1
14944,201101,,-39.6,,,,,,1
14952,201101,,583.16,,,,,,1
14961,201101,-16.65,1182.7,,,,,,1
14985,201101,,124.51000000000006,,,,,,1
14987,201101,,163.2,,,,,,1
15002,201101,261.5,631.6499999999999,,,,,,1
15005,201101,99.14999999999998,470.41,,,,,,1
15012,201101,,191.0599999999999,,,,,,1
15018,201101,,111.25,,,,,,1
15021,201101,,189.63999999999996,,,,,,1
15023,201101,577.3000000000001,460.59999999999985,,,,,,1
15024,201101,,491.2199999999999,,,,,,1
15028,201101,,185.97,,,,,,1
15032,201101,,2770.599999999999,,,,,,1
15034,201101,583.45,842.9000000000002,,,,,,1
15038,201101,,126.43,,,,,,1
15039,201101,2707.2,1317.7600000000004,,,,,,1
15044,201101,263.0,2124.4000000000015,,,,,,1
15048,201101,,98.70000000000003,,,,,,1
15061,201101,2655.85,19950.660000000007,,,,,,1
15062,201101,,209.08,,,,,,1
15070,201101,,106.2,,,,,,1
15078,201101,379.7,807.9,,,,,,1
15079,201101,367.2900000000002,141.95,,,,,,1
15081,201101,,111.14999999999999,,,,,,1
15093,201101,1220.3999999999999,444.5800000000001,,,,,,1
15100,201101,142.35,492.75,,,,,,1
15101,201101,-7.5,102.28,,,,,,1
15107,201101,93.14999999999999,113.70999999999998,,,,,,1
15111,201101,,288.49999999999994,,,,,,1
15157,201101,,1055.2200000000003,,,,,,1
15159,201101,837.1399999999998,1860.9800000000005,,,,,,1
15160,201101,,158.16000000000003,,,,,,1
15165,201101,,487.75,,,,,,1
15179,201101,1285.6200000000003,-16.5,,,,,,1
15180,201101,,87.5,,,,,,1
15181,201101,,-9.2,,,,,,1
15192,201101,,315.0,,,,,,1
15194,201101,630.72,1512.5899999999997,,,,,,1
15197,201101,-419.40000000000003,556.5,,,,,,1
15204,201101,,316.58000000000004,,,,,,1
15208,201101,,65.4,,,,,,1
15211,201101,,383.0700000000001,,,,,,1
15221,201101,,114.10000000000005,,,,,,1
15224,201101,,310.47999999999996,,,,,,1
15235,201101,374.1999999999999,694.64,,,,,,1
15240,201101,,-5.45,,,,,,1
15246,201101,,186.00000000000003,,,,,,1
15260,201101,,420.5,,,,,,1
15271,201101,253.10000000000002,111.75,,,,,,1
15279,201101,,277.40999999999997,,,,,,1
15287,201101,84925.88000000197,194353.0000000042,,,,,,1
15288,201101,,165.65000000000003,,,,,,1
15290,201101,334.5,219.6,,,,,,1
15291,201101,681.05,648.9000000000001,,,,,,1
15298,201101,475.48,397.5999999999999,,,,,,1
15299,201101,,1835.0100000000002,,,,,,1
15301,201101,,673.3700000000001,,,,,,1
15304,201101,,123.15,,,,,,1
15311,201101,5475.65,2609.2100000000014,,,,,,1
15312,201101,,285.99,,,,,,1
15329,201101,,-17.7,,,,,,1
15332,201101,,1661.06,,,,,,1
15347,201101,,201.59999999999997,,,,,,1
15350,201101,,115.65,,,,,,1
15351,201101,,261.28,,,,,,1
15353,201101,,311.65000000000003,,,,,,1
15356,201101,,365.5399999999995,,,,,,1
15358,201101,1060.54,619.8999999999999,,,,,,1
15361,201101,,418.9200000000001,,,,,,1
15363,201101,,326.0,,,,,,1
15366,201101,,105.54,,,,,,1
15373,201101,8.550000000000011,537.0999999999999,,,,,,1
15379,201101,1119.2299999999998,1491.4600000000003,,,,,,1
15380,201101,,230.10000000000002,,,,,,1
15384,201101,,296.92,,,,,,1
15392,201101,,319.1799999999999,,,,,,1
15394,201101,,587.6599999999999,,,,,,1
15426,201101,,406.46999999999986,,,,,,1
15454,201101,,179.10000000000002,,,,,,1
15456,201101,,243.22000000000003,,,,,,1
15460,201101,,216.76,,,,,,1
15465,201101,784.35,867.85,,,,,,1
15468,201101,,-1.25,,,,,,1
15482,201101,,723.64,,,,,,1
15485,201101,328.54,950.09,,,,,,1
15498,201101,2527.92,695.7199999999999,,,,,,1
15502,201101,,544.0,,,,,,1
15503,201101,,147.09000000000003,,,,,,1
15512,201101,,101.2,,,,,,1
15513,201101,1100.7600000000002,1313.5,,,,,,1
15514,201101,,708.4399999999999,,,,,,1
15525,201101,,313.9299999999999,,,,,,1
15527,201101,358.9,221.40000000000003,,,,,,1
15529,201101,249.42999999999998,321.46000000000004,,,,,,1
15532,201101,,356.34999999999997,,,,,,1
15535,201101,241.5399999999999,-25.5,,,,,,1
15544,201101,,354.5399999999999,,,,,,1
15545,201101,,135.32999999999998,,,,,,1
15547,201101,238.67,767.3700000000002,,,,,,1
15555,201101,,984.7199999999999,,,,,,1
15562,201101,,134.55,,,,,,1
15563,201101,,270.19000000000005,,,,,,1
15570,201101,487.7,1064.6400000000003,,,,,,1
15574,201101,,590.1500000000002,,,,,,1
15581,201101,,325.9600000000001,,,,,,1
15587,201101,,344.88,,,,,,1
15596,201101,372.2,402.31999999999994,,,,,,1
15601,201101,1433.83,1236.4499999999998,,,,,,1
15602,201101,129.21,86.80000000000001,,,,,,1
15605,201101,,194.85000000000002,,,,,,1
15615,201101,643.5999999999999,1081.1899999999998,,,,,,1
15620,201101,,424.48999999999984,,,,,,1
15628,201101,,319.18,,,,,,1
15640,201101,602.4399999999999,2766.6899999999996,,,,,,1
15641,201101,,308.36999999999995,,,,,,1
15646,201101,,189.79999999999998,,,,,,1
15649,201101,306.0,510.0,,,,,,1
15658,201101,-22.7,306.20000000000005,,,,,,1
15660,201101,,209.3,,,,,,1
15664,201101,,-27.799999999999997,,,,,,1
15680,201101,,478.88999999999993,,,,,,1
15689,201101,,103.5,,,,,,1
15694,201101,397.79,847.33,,,,,,1
15708,201101,629.02,342.35999999999996,,,,,,1
15713,201101,,161.20000000000002,,,,,,1
15716,201101,,547.1,,,,,,1
15723,201101,,203.1,,,,,,1
15727,201101,554.75,1536.8500000000001,,,,,,1
15732,201101,,138.1,,,,,,1
15738,201101,621.5699999999999,326.70000000000005,,,,,,1
15750,201101,,326.27000000000004,,,,,,1
15752,201101,,259.65,,,,,,1
15759,201101,,97.24000000000001,,,,,,1
15769,201101,5544.48,91.8,,,,,,1
15777,201101,387.59999999999997,340.04999999999995,,,,,,1
15780,201101,,177.15,,,,,,1
15789,201101,,351.3,,,,,,1
15805,201101,,370.80000000000007,,,,,,1
15808,201101,733.92,2239.65,,,,,,1
15811,201101,,438.8,,,,,,1
15822,201101,,440.20000000000005,,,,,,1
15823,201101,-855.7600000000001,15.0,,,,,,1
15827,201101,143.75,190.93,,,,,,1
15834,201101,,-23.849999999999998,,,,,,1
15838,201101,,676.7,,,,,,1
15854,201101,214.2,230.10000000000002,,,,,,1
15856,201101,,3251.609999999999,,,,,,1
15858,201101,,383.93,,,,,,1
15860,201101,,102.66000000000001,,,,,,1
15862,201101,,354.2299999999999,,,,,,1
15867,201101,379.8999999999999,557.2199999999999,,,,,,1
15880,201101,,313.28,,,,,,1
15881,201101,323.79,114.45,,,,,,1
15882,201101,,350.31999999999994,,,,,,1
15889,201101,,297.9199999999999,,,,,,1
15894,201101,,156.73999999999995,,,,,,1
15898,201101,,521.69,,,,,,1
15899,201101,,56.25,,,,,,1
15916,201101,342.6099999999999,214.14999999999998,,,,,,1
15919,201101,,270.7199999999999,,,,,,1
15922,201101,,363.6000000000001,,,,,,1
15923,201101,,127.08000000000003,,,,,,1
15945,201101,,181.0,,,,,,1
15950,201101,,428.82,,,,,,1
15953,201101,183.45000000000005,209.84,,,,,,1
15955,201101,,572.38,,,,,,1
15965,201101,,156.19000000000003,,,,,,1
15973,201101,-197.1,307.82,,,,,,1
15983,201101,,1148.2700000000004,,,,,,1
15984,201101,107.89000000000001,122.7,,,,,,1
15987,201101,,113.48,,,,,,1
15996,201101,,263.24999999999994,,,,,,1
15998,201101,,863.39,,,,,,1
16003,201101,,1181.0000000000002,,,,,,1
16010,201101,,110.1,,,,,,1
16011,201101,,406.1,,,,,,1
16013,201101,1435.1,1482.0,,,,,,1
16016,201101,,373.7699999999999,,,,,,1
16019,201101,605.05,219.10000000000002,,,,,,1
16029,201101,2049.3900000000003,13112.52,,,,,,1
16033,201101,744.1000000000006,309.68999999999994,,,,,,1
16037,201101,,300.46,,,,,,1
16042,201101,24.95,-49.900000000000006,,,,,,1
16048,201101,,256.44000000000005,,,,,,1
16059,201101,145.0,118.25,,,,,,1
16062,201101,,247.55999999999997,,,,,,1
16065,201101,,372.0900000000001,,,,,,1
16081,201101,,157.60000000000002,,,,,,1
16083,201101,,337.98,,,,,,1
16086,201101,,177.26,,,,,,1
16098,201101,,430.59999999999997,,,,,,1
16122,201101,144.12,105.72,,,,,,1
16125,201101,,289.35,,,,,,1
16134,201101,,269.13000000000005,,,,,,1
16138,201101,,-7.95,,,,,,1
16140,201101,,124.14,,,,,,1
16143,201101,,806.2499999999999,,,,,,1
16145,201101,364.36,291.18000000000006,,,,,,1
16150,201101,-60.05,393.42,,,,,,1
16153,201101,,215.01000000000005,,,,,,1
16161,201101,200.25000000000003,504.64999999999986,,,,,,1
16163,201101,,441.6,,,,,,1
16168,201101,127.7,275.8,,,,,,1
16186,201101,,307.68000000000006,,,,,,1
16191,201101,819.6700000000001,627.5999999999999,,,,,,1
16202,201101,,365.27000000000004,,,,,,1
16203,201101,-3.75,170.7,,,,,,1
16210,201101,10.0,7000.639999999999,,,,,,1
16218,201101,,471.29999999999995,,,,,,1
16221,201101,,166.74,,,,,,1
16233,201101,179.10000000000002,32.84999999999999,,,,,,1
16241,201101,160.38000000000002,277.65,,,,,,1
16244,201101,,1056.6299999999994,,,,,,1
16250,201101,,226.14,,,,,,1
16252,201101,,-295.09000000000003,,,,,,1
16255,201101,299.59999999999997,374.25,,,,,,1
16262,201101,,-31.65,,,,,,1
16265,201101,,840.81,,,,,,1
16270,201101,,1141.2399999999996,,,,,,1
16271,201101,,133.22,,,,,,1
16274,201101,,357.94999999999993,,,,,,1
16293,201101,,378.75,,,,,,1
16306,201101,175.14999999999998,68.1,,,,,,1
16316,201101,-30.6,308.22,,,,,,1
16327,201101,622.62,535.5999999999999,,,,,,1
16350,201101,376.6999999999999,-16.0,,,,,,1
16353,201101,547.5999999999999,510.0,,,,,,1
16365,201101,,368.46000000000004,,,,,,1
16367,201101,,170.91000000000003,,,,,,1
16385,201101,,148.23000000000002,,,,,,1
16393,201101,,274.9,,,,,,1
16402,201101,,211.79999999999993,,,,,,1
16411,201101,,131.5,,,,,,1
16422,201101,2557.7100000000005,1945.2600000000004,,,,,,1
16442,201101,,151.65999999999997,,,,,,1
16455,201101,,531.9799999999999,,,,,,1
16456,201101,,787.4,,,,,,1
16458,201101,,193.89999999999998,,,,,,1
16470,201101,,211.39,,,,,,1
